Date,Close,High,Low,Open,Volume
2022-11-01,130.9720916748047,174.51569489934903,122.09759394924453,159.30224628177612,169591733
2022-12-01,111.80901336669922,142.18712575258965,110.24865814521124,131.65474324538968,57103406
2023-01-01,102.34937286376953,123.46289090391727,98.88734240978665,112.58918854578486,53725592
2023-02-01,76.84736633300781,103.17831539201906,76.35975531870145,103.08079318915779,79987662
2023-03-01,66.75382995605469,79.28540948763816,61.53640381419093,76.94488436476713,96993559
2023-04-01,69.04560089111328,77.28621126383815,66.9976347630431,67.53400684420434,88969959
2023-05-01,79.33417510986328,82.89372790537489,68.99684443430154,69.04560553586911,163910637
2023-06-01,90.15911865234375,95.32778746893445,78.70027575485308,79.87054211761058,226138108
2023-07-01,101.81300354003906,107.2742392270689,88.35496253570945,91.08558418868539,178682897
2023-08-01,102.35929870605469,108.0514712938471,94.91952833547597,102.30061015223562,103976956
2023-09-01,101.90992736816406,108.75052341024023,94.66987884955245,102.70882470231265,96069795
2023-10-01,104.35655975341797,109.24983537090334,87.3798945303739,101.90992575413637,132897524
2023-11-01,126.42622375488281,127.37492432951208,95.16919158672363,102.85861930254919,228049736
2023-12-01,138.65940856933594,142.30439216833483,120.4344524797327,126.27642073970104,159434729
2024-01-01,144.05198669433594,148.79546632551856,133.06708649580773,138.70932459355086,115321661
2024-02-01,131.7189483642578,144.6012510060262,128.97272300593076,144.6012510060262,75276198
2024-03-01,128.72305297851562,135.01440802115033,114.19303032316846,132.26818294393897,91116009
2024-04-01,143.45281982421875,147.49726383923215,128.92280335367568,132.7675096985394,72378450
2024-05-01,147.84678649902344,166.47118102103946,141.15598610772204,143.4528168889989,186444614
2024-06-01,157.02418518066406,162.27696006387652,135.91320157017574,150.89261326837973,85133910
2024-07-01,175.808349609375,176.9567649771517,145.05062390288182,156.5847729475473,102259009
2024-08-01,188.85763549804688,193.37471317101267,165.89251879270338,176.3857202826033,90860164
2024-09-01,228.86170959472656,243.83202096241016,186.40921983890908,189.77703287041584,330908395
2024-10-01,268.2961730957031,274.56210243630517,209.36435358877375,230.46068596130297,279763069
2024-11-01,268.57598876953125,307.7006336851383,243.94195534102445,272.67334018613707,241060656
2024-12-01,266.0776062011719,283.71617193053095,245.69082106504013,271.1243241853907,142417334
2025-01-01,232.7491912841797,267.47669067913495,205.1171007428652,264.8284126521768,127880381
2025-02-01,189.7670440673828,238.0757398636591,181.61232407415116,234.84783558467905,207105112
2025-03-01,224.60447692871094,237.54608890107284,184.1706676094661,189.87697715886574,156799062
2025-04-01,210.91334533691406,240.79397858530248,187.17872378126663,223.85495698800113,83321665
2025-05-01,206.1664276123047,225.85366917658826,200.37017995533606,210.91335207508695,89239948
2025-06-01,203.24832153320312,213.5116609917501,189.8769798612199,207.26570770684154,88514189
2025-07-01,196.9024200439453,220.70700369446303,193.1248688486046,203.9678494734326,130140721
2025-08-01,183.44000244140625,198.0,182.8000030517578,198.0,58423867
2025-09-01,191.16000366210938,209.44000244140625,182.0,183.4499969482422,94643734
2025-10-01,199.6300048828125,206.60000610351562,190.52000427246094,191.07000732421875,62509510
2025-11-01,187.2100067138672,209.25,184.1999969482422,199.75999450683594,61630626
2025-12-01,172.2100067138672,189.1999969482422,165.1199951171875,187.89999389648438,68287021
2026-01-01,154.67999267578125,185.0399932861328,148.30999755859375,172.75,79664169
2026-02-01,156.1300048828125,169.5399932861328,149.75999450683594,153.86000061035156,54627886
2026-03-01,136.5399932861328,160.5399932861328,132.3000030517578,152.6199951171875,66102363
2026-04-01,163.8699951171875,168.5,136.25999450683594,140.0,87416081
