Date,Close,High,Low,Open,Volume
2021-05-01,71.54181671142578,74.9992294114245,57.047285877454776,58.46570969285525,1561351818
2021-06-01,76.15170288085938,78.8112500820751,68.30603998998863,71.85210292494293,1237939777
2021-07-01,71.18721771240234,77.30417100076872,68.17306279774766,76.55063396299967,636565622
2021-08-01,68.5719985961914,75.70845378499347,64.27239814215609,71.76345425467231,683227637
2021-09-01,72.47266387939453,76.81659248604336,67.99575655511366,68.43901443816806,605790165
2021-10-01,86.43528747558594,91.97601103171324,70.92126151842949,72.2067066780196,1424963555
2021-11-01,76.01872253417969,95.74369718590562,75.39816423933193,87.23314767765186,872677346
2021-12-01,72.64996337890625,84.48495411284293,68.30604159253589,76.77226299022072,574938833
2022-01-01,95.34477233886719,96.09830937934927,72.33968439427046,72.33968439427046,787309095
2022-02-01,94.45825958251953,105.31807794708385,87.80939119605158,96.27561288334023,1209496399
2022-03-01,98.9351577758789,101.90498422854664,80.67293441489345,94.45825723188082,968886508
2022-04-01,100.08763122558594,108.77548166481817,96.67454688290262,98.93515802560421,499885277
2022-05-01,88.87320709228516,102.17094381432284,82.04703828040394,98.75785940838223,509199827
2022-06-01,86.34663391113281,93.83768916379826,79.65343740882214,89.53808920328679,501330099
2022-07-01,106.16061401367188,109.44816711871253,87.30283473306486,89.12925389889146,576151578
2022-08-01,119.49348449707031,119.90442603967878,103.51230916027005,107.30213048135676,601281906
2022-09-01,120.90895080566406,130.9999201181853,113.2379954006965,118.30631169141266,535480388
2022-10-01,134.8810577392578,138.44258360875668,115.88630187258568,120.45234299357374,427900913
2022-11-01,151.82107543945312,157.7112737748716,131.13688637442272,135.52028071321826,670583276
2022-12-01,169.5830078125,180.08491746189708,152.04938753257488,152.96259706730507,752648858
2023-01-01,153.2822265625,173.41848573247452,139.7210593462784,170.40490540395567,478588377
2023-02-01,145.2003173828125,158.76148467442994,133.7851980917109,154.78901758733787,776834751
2023-03-01,154.19544982910156,161.0901713088706,142.09542237051176,144.19579334782068,523194899
2023-04-01,171.45510864257812,172.1400158675152,150.7709160232681,154.42375455626575,343144534
2023-05-01,168.9437713623047,173.50981923696156,157.80261733503633,171.45509769336596,439089435
2023-06-01,173.82945251464844,181.31776842969794,166.79772746402534,168.9437755926398,306838632
2023-07-01,190.1554718017578,198.2431980272464,178.6821967736339,180.18689469693598,427318082
2023-08-01,176.001953125,190.81376638774583,174.6853532415898,190.71973173885223,401814696
2023-09-01,201.20555114746094,206.56601407743872,175.20259559466453,176.00195469175708,428457215
2023-10-01,184.51287841796875,205.20239619745252,176.66027459794617,201.20555753550678,345089958
2023-11-01,185.35926818847656,192.08335542928756,179.29346653713543,184.70095389928184,325349699
2023-12-01,217.33396911621094,221.89505839627597,186.53480295189803,186.67586209514857,425884399
2024-01-01,232.8511199951172,235.1081525193579,206.3779334115198,218.60355734252641,447170616
2024-02-01,249.63784790039062,264.0264553590336,228.19596716430956,235.10815259041286,517261278
2024-03-01,248.3212127685547,268.5875522097643,229.2774672584247,250.62528408335731,261386608
2024-04-01,264.7317810058594,267.8351971541017,236.1426352624009,250.15507547978186,293212876
2024-05-01,249.12059020996094,266.9888096250165,233.5564421467369,264.7317771230598,425495103
2024-06-01,258.9951477050781,281.8476784641811,222.3652986263084,260.4998456945226,523554642
2024-07-01,245.19972229003906,267.0951385996313,235.72621807910514,266.0801308273506,376764388
2024-08-01,241.76800537109375,249.83983372461992,223.5459811181489,249.501487961127,331554638
2024-09-01,239.54461669921875,247.42309587593832,223.30430095257825,242.63800666275816,276941736
2024-10-01,242.59934997558594,247.84845883774412,221.62226711357323,241.671325595104,317082641
2024-11-01,238.19125366210938,257.524959795412,212.5257705705079,243.70137171045837,252709483
2024-12-01,232.53614807128906,258.0566484251933,229.84876416116919,237.8045799202458,226394727
2025-01-01,206.28097534179688,236.93457266004478,204.01893528248317,232.00447173548687,275555733
2025-02-01,190.5046844482422,215.16482182676216,189.47998561137464,208.8040306058452,178470503
2025-03-01,220.91659545898438,225.9626940199141,184.34688795728,191.50036819042487,211891543
2025-04-01,241.60365295410156,250.79683971174208,211.70408333339438,220.32691454660045,204949654
2025-05-01,241.23631286621094,243.69168696983107,205.46895775943273,241.60364323970654,270171898
2025-06-01,240.49197387695312,249.30813931727195,222.84030515969795,243.12135913993373,244260613
2025-07-01,237.8699951171875,250.57000732421875,236.00999450683594,248.7899932861328,179846136
2025-08-01,232.8300018310547,248.5,230.80999755859375,237.74000549316406,110471909
2025-09-01,258.5400085449219,260.1000061035156,231.72000122070312,233.0,211984185
2025-10-01,278.3999938964844,280.6499938964844,255.3000030517578,259.79998779296875,195876845
2025-11-01,289.79998779296875,294.95001220703125,280.70001220703125,284.5,181831638
2025-12-01,295.8999938964844,303.95001220703125,280.5,290.0,181921729
2026-01-01,299.3999938964844,313.3500061035156,294.6000061035156,296.5,198771066
2026-02-01,321.95001220703125,325.5,270.5,295.0,224198857
2026-03-01,247.60000610351562,320.20001220703125,246.60000610351562,312.0,193178576
2026-04-01,276.3399963378906,286.25,241.0,253.0,173874974
