Date,Close,High,Low,Open,Volume
2021-05-01,979.5474853515625,993.7852201877816,864.2399555234945,891.4457815994992,374374485
2021-06-01,957.0347290039062,1031.51079882356,943.5904901682978,982.132140698482,503558070
2021-07-01,926.0860595703125,979.8912060282427,917.4180266638531,963.7155356453737,215416700
2021-08-01,1027.4854736328125,1039.1337183154053,928.7478758365113,934.7312870181765,282080043
2021-09-01,1146.2889404296875,1169.3808249238418,1026.0520568402424,1034.242282475382,328996430
2021-10-01,1154.0242919921875,1251.8973193237443,1135.2550489297037,1138.4173564735752,233774762
2021-11-01,1094.48583984375,1184.0322752950453,1050.6227408036323,1154.0242348319596,321236132
2021-12-01,1077.5367431640625,1136.847549868993,1022.4574709353288,1107.0442311642355,286415796
2022-01-01,1085.9317626953125,1168.152364085848,1048.8027201094026,1076.103515035334,274562944
2022-02-01,1073.62353515625,1117.6914778283258,1020.5919703644313,1095.6689401443064,251101938
2022-03-01,1198.8428955078125,1223.0723697396295,991.9262209019445,1073.6235794571369,314247631
2022-04-01,1269.597412109375,1299.5827089210004,1147.449409463069,1199.411752110777,295144142
2022-05-01,1197.8873291015625,1276.5361701507795,1078.3784679162015,1256.7431950183495,403745610
2022-06-01,1181.052001953125,1281.9281081704908,1112.50436734876,1198.638162877628,351700770
2022-07-01,1141.829833984375,1179.391065530605,1076.1034256929947,1171.6104052157568,426895033
2022-08-01,1200.298828125,1218.0215895884223,1140.9880251322493,1146.2434127392019,235203079
2022-09-01,1085.434814453125,1200.4490263747741,1054.9636064469146,1178.9709277105035,257534235
2022-10-01,1163.8837890625,1169.065039404331,1069.6171515219228,1091.7116644571113,204763153
2022-11-01,1246.85205078125,1253.288707028199,1142.1545669251498,1186.8911813067207,226250915
2022-12-01,1162.7880859375,1257.648070125739,1137.7036387497076,1251.6223160608342,197847431
2023-01-01,1074.5244140625,1189.630023731461,1050.3985786941855,1164.0662134706201,285629542
2023-02-01,1060.2362060546875,1124.7163898214744,1046.746722336423,1086.4391330331189,305711483
2023-03-01,1064.116455078125,1106.821744810802,995.1626552517657,1070.0281038188427,348033691
2023-04-01,1104.9500732421875,1106.9815195707824,1053.8453846293803,1070.4846736462234,209837745
2023-05-01,1127.5009765625,1158.4515528614638,1101.5492022118397,1104.95003935462,218569023
2023-06-01,1164.1805419921875,1179.587367039186,1118.8732758689548,1132.180191088119,223723612
2023-07-01,1260.8065185546875,1303.7543875809754,1166.508605920124,1167.7411905020442,416254816
2023-08-01,1190.45263671875,1277.3997209159775,1186.941074618275,1263.6503892049882,298475086
2023-09-01,1163.8856201171875,1232.37867579999,1153.9590903080857,1194.4345398393903,317033836
2023-10-01,1135.5452880859375,1174.8047605343072,1101.993691245389,1163.8855781381287,205673358
2023-11-01,1179.9913330078125,1197.1145960942565,1129.2419518313227,1136.1656818011506,205714960
2023-12-01,1282.9791259765625,1297.397434632089,1180.065901790445,1180.2643839154964,255462630
2024-01-01,1416.1434326171875,1449.2483823439684,1275.037799728133,1280.7952349734203,258674746
2024-02-01,1450.0675048828125,1488.9297716615883,1407.6315904785997,1424.4570098256238,238810562
2024-03-01,1474.933349609375,1501.3378936314073,1402.5193659611646,1452.7475805907666,225478698
2024-04-01,1456.221923828125,1483.0235543280291,1430.9092728004377,1481.5097342965832,219497200
2024-05-01,1419.8907470703125,1481.2614647777445,1373.8316277995675,1456.221819351131,240620924
2024-06-01,1553.89892578125,1569.3842873036351,1349.3131804945751,1472.104299855339,319049706
2024-07-01,1494.364501953125,1596.9799928469804,1452.2511552861956,1551.0449568481977,230090166
2024-08-01,1498.53369140625,1528.4125206029266,1422.719823272672,1500.891242133808,259569538
2024-09-01,1470.701171875,1527.3748493737708,1440.123344363333,1504.8647759418695,297714904
2024-10-01,1326.7510986328125,1482.0308247161431,1315.0478406188586,1474.7599373689393,400774438
2024-11-01,1287.0595703125,1336.6116644485337,1212.4077705947136,1327.747165981418,279900722
2024-12-01,1210.6148681640625,1324.6593849877615,1196.720410163096,1282.8763115189909,288559407
2025-01-01,1260.0673828125,1320.725145722584,1206.7802068727124,1210.017278308307,285691250
2025-02-01,1195.325927734375,1285.3663370737647,1188.5530513693543,1260.0673550182144,206663951
2025-03-01,1270.027587890625,1302.497879751211,1151.4013957430382,1199.210450237559,262251811
2025-04-01,1399.410888671875,1406.7814756764847,1110.4150854594554,1259.5693776862265,295755870
2025-05-01,1415.2476806640625,1455.5865715656448,1369.0322356598742,1399.4109065857574,233059332
2025-06-01,1494.630615234375,1518.734421010171,1390.0483033905202,1406.482666680269,220582932
2025-07-01,1384.669677734375,1544.8300572559135,1376.7015020683227,1494.630526242841,246759644
2025-08-01,1351.801025390625,1426.2039426014258,1344.6297155416237,1381.3829520833717,189160866
2025-09-01,1364.0,1422.0,1340.5999755859375,1356.0,213518442
2025-10-01,1486.4000244140625,1508.300048828125,1356.9000244140625,1367.0,249059752
2025-11-01,1567.5,1581.300048828125,1470.0999755859375,1486.0,201185705
2025-12-01,1570.4000244140625,1580.9000244140625,1517.5999755859375,1575.0,183581032
2026-01-01,1395.4000244140625,1611.800048828125,1368.0,1573.699951171875,279063270
2026-02-01,1393.9000244140625,1489.5,1335.0,1396.0,226233605
2026-03-01,1343.9000244140625,1434.0,1307.0,1375.5,399688769
2026-04-01,1343.4000244140625,1384.4000244140625,1290.0,1384.199951171875,310219601
