Date,Close,High,Low,Open,Volume
2025-12-01,192.35000610351562,248.39999389648438,171.50999450683594,220.2899932861328,108261715
2026-01-01,191.6699981689453,229.3000030517578,181.35000610351562,192.0,82841755
2026-02-01,195.19000244140625,230.0,180.75,194.6999969482422,34741122
2026-03-01,217.3699951171875,241.0,180.0,189.22999572753906,40493618
2026-04-01,273.95001220703125,288.0,210.0500030517578,229.0,62642485
